SIGLA,IDENTIFICA,EMPRESA,AREA,YACIMIENTO,FORMACION,CUENCA_1,PROVINCIA,COTA,PROFUNDIDA,CLASIFICAC,SUBCLASIFI,TIPO_RECUR,SUB_TIPO_R,GASPLUS,TIPO_POZO,TIPO_EXTRA,TIPO_ESTAD,FECHA_INIC,FECHA_FIN_,ASFECHA_IN,FECHA_F_01,CUENCA_2,TIPO,UBICACION,GEOJSON,geometry
CHE.Md.CHx-1,596,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),formación improductiva,CUYANA,Mendoza,1046.73 m,2934 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.00735 -33.344875)
CHE.Md.CHx-2,597,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),formación improductiva,CUYANA,Mendoza,1005.91 m,3327 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.003933 -33.369403)
CHE.Md.CHx-5(ia),599,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),formación improductiva,CUYANA,Mendoza,964.76 m,3231 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.990378 -33.386181)
CHE.Md.CHa-8,603,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,953.18 m,3313 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.997739 -33.399072)
CHE.Md.CHa-13,607,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,992.43 m,2079 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.996822 -33.372875)
CHE.Md.CH-22,609,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),formación improductiva,CUYANA,Mendoza,995.97 m,3272 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.001125 -33.375181)
CHE.Md.CH-30,610,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1039.25 m,3252 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.987433 -33.326806)
CHE.Md.CHOx-1,611,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),formación improductiva,CUYANA,Mendoza,1037.37 m,4778 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.016933 -33.365903)
CHE.Md.CH-1016,737,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,995 m,3620 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Parado Transitoriamente,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.971628 -33.350853)
CHE.Md.CH-1020(ia),738,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1014 m,3670 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Parado Transitoriamente,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.979767 -33.349014)
CHE.Md.CH-1025,739,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),barrancas,CUYANA,Mendoza,1042.24 m,3584 m,No informado,No informado,No informado,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.981822 -33.324875)
CHE.Md.PPCx-1,740,YPF S.A.,PUESTO POZO CERCADO OCCIDENTAL  (PPCO),PUESTO POZO CERCADO OCCIDENTAL (PPCO),formación improductiva,CUYANA,Mendoza,1077 m,3757 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,En Estudio,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.043322 -33.359708)
CHE.Md.PPCx-3,741,YPF S.A.,PUESTO POZO CERCADO OCCIDENTAL  (PPCO),PUESTO POZO CERCADO OCCIDENTAL (PPCO),formación improductiva,CUYANA,Mendoza,1163 m,4574 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.059131 -33.353986)
CHE.Md.PPCx-4,742,YPF S.A.,PUESTO POZO CERCADO OCCIDENTAL  (PPCO),PUESTO POZO CERCADO OCCIDENTAL (PPCO),formación improductiva,CUYANA,Mendoza,1109.8 m,3919 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,En Estudio,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.051975 -33.367642)
CHE.Md.PPCx-5,744,YPF S.A.,PUESTO POZO CERCADO OCCIDENTAL  (PPCO),PUESTO POZO CERCADO OCCIDENTAL (PPCO),formación improductiva,CUYANA,Mendoza,1168 m,4103 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.060214 -33.363931)
CHE.Md.PPCNx-1,769,YPF S.A.,PUESTO POZO CERCADO OCCIDENTAL  (PPCO),PUESTO POZO CERCADO OCCIDENTAL (PPCO),formación improductiva,CUYANA,Mendoza,1199 m,3405 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.063242 -33.333681)
CHE.Md.PPCSx-1,770,YPF S.A.,PUESTO POZO CERCADO OCCIDENTAL  (PPCO),PUESTO POZO CERCADO OCCIDENTAL (PPCO),formación improductiva,CUYANA,Mendoza,1047.8 m,3616 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.038628 -33.377125)
CHE.Md.TOx-1,795,YPF S.A.,PUESTO POZO CERCADO OCCIDENTAL  (PPCO),PUESTO POZO CERCADO OCCIDENTAL (PPCO),formación improductiva,CUYANA,Mendoza,1219.27 m,3767 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.084339 -33.309292)
CHE.Md.TOx-2,796,YPF S.A.,PUESTO POZO CERCADO OCCIDENTAL  (PPCO),PUESTO POZO CERCADO OCCIDENTAL (PPCO),formación improductiva,CUYANA,Mendoza,1225.57 m,3767 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.084269 -33.327208)
CHE.Md.TOx-3,797,YPF S.A.,PUESTO POZO CERCADO OCCIDENTAL  (PPCO),PUESTO POZO CERCADO OCCIDENTAL (PPCO),formación improductiva,CUYANA,Mendoza,1271.08 m,2508 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.103308 -33.299153)
CHE.Md.CHEx-1,1404,Petrolera Aconcagua Energia S.A.,CHAÑARES HERRADOS (CHA),CHAÑARES HERRADOS (CHA),formación improductiva,CUYANA,Mendoza,957.89 m,3660 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.947347 -33.359458)
CHE.Md.CHSx-1,1786,YPF S.A.,PUESTO POZO CERCADO OCCIDENTAL  (PPCO),PUESTO POZO CERCADO OCCIDENTAL (PPCO),formación improductiva,CUYANA,Mendoza,961.48 m,4517 m,EXPLORACION,EXPLORACION,CONVENCIONAL,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,1986-02-07,1986-05-21,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-69.001439 -33.404017)
CHE.Md.PPCx-1001,2751,YPF S.A.,PUESTO POZO CERCADO OCCIDENTAL  (PPCO),PUESTO POZO CERCADO OCCIDENTAL (PPCO),formación improductiva,CUYANA,Mendoza,975.15 m,3247 m,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.963486 -33.268761)
CHE.Md.PPCx-1004,2752,Petrolera Aconcagua Energia S.A.,PUESTO POZO CERCADO ORIENTAL (PPCR),PUESTO POZO CERCADO (PCE),barrancas,CUYANA,Mendoza,982 m,3655 m,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.963569 -33.359347)
AS.Md.RT-22,122442,YPF S.A.,RIO TUNUYAN (TUN),RIO TUNUYAN (TUN),barrancas,CUYANA,Mendoza,752.13 m,2413 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.70851319 -33.29265581)
AS.Md.RT-23,122443,YPF S.A.,RIO TUNUYAN (TUN),RIO TUNUYAN (TUN),barrancas,CUYANA,Mendoza,745.49 m,2400 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.71115155 -33.29034947)
AS.Md.RT-24,122444,YPF S.A.,RIO TUNUYAN (TUN),RIO TUNUYAN (TUN),barrancas,CUYANA,Mendoza,750.06 m,2391 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.71496432 -33.28762236)
AS.Md.RT-25,122445,YPF S.A.,RIO TUNUYAN (TUN),RIO TUNUYAN (TUN),barrancas,CUYANA,Mendoza,755.77 m,2420 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.71323799 -33.28439551)
AS.Md.RT-57,122473,YPF S.A.,RIO TUNUYAN (TUN),RIO TUNUYAN (TUN),barrancas,CUYANA,Mendoza,765.07 m,2407 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,A Abandonar,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.68935443 -33.29221142)
AS.Md.RT-58,122474,YPF S.A.,RIO TUNUYAN (TUN),RIO TUNUYAN (TUN),barrancas,CUYANA,Mendoza,775.15 m,2428 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,En Estudio,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.69125324 -33.29911848)
AS.Md.RT-59,122475,YPF S.A.,RIO TUNUYAN (TUN),RIO TUNUYAN (TUN),barrancas,CUYANA,Mendoza,786.17 m,2438 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.69530419 -33.29984654)
AS.Md.RT-62,122476,YPF S.A.,RIO TUNUYAN (TUN),RIO TUNUYAN (TUN),barrancas,CUYANA,Mendoza,753.39 m,2406 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.71817807 -33.29784796)
AS.Md.RT-63,122477,YPF S.A.,RIO TUNUYAN (TUN),RIO TUNUYAN (TUN),barrancas,CUYANA,Mendoza,747.99 m,2412 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.72119691 -33.29440333)
AS.Md.RT-67,122478,YPF S.A.,RIO TUNUYAN (TUN),RIO TUNUYAN (TUN),barrancas,CUYANA,Mendoza,744.37 m,2419 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.69917438 -33.27489424)
AS.Md.RT-69,122479,YPF S.A.,RIO TUNUYAN (TUN),RIO TUNUYAN (TUN),barrancas,CUYANA,Mendoza,770.45 m,2428 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.71508531 -33.30047051)
YPF.Md.RT-1,122613,YPF S.A.,RIO TUNUYAN (TUN),RIO TUNUYAN (TUN),barrancas,CUYANA,Mendoza,746.79 m,2425 m,EXPLORACION,EXPLORACION,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.70208095 -33.28511681)
YPF.Md.U-83,122903,YPF S.A.,BARRANCAS (BAR),UGARTECHE (UGA),rio blanco,CUYANA,Mendoza,880.44 m,3300 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Bombeo Mecánico,En Estudio,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.85164203 -33.26849099)
YPF.Md.B-26,123511,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),las cabras,CUYANA,Mendoza,857.78 m,2400 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.76845644 -33.13549239)
YPF.Md.B-27,123512,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),las cabras,CUYANA,Mendoza,873.36 m,2700 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.76909014 -33.14723309)
YPF.Md.B-28,123513,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),las cabras,CUYANA,Mendoza,869.1 m,2270 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.76647795 -33.14857484)
YPF.Md.B-29,123514,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),las cabras,CUYANA,Mendoza,855.78 m,2270 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.76707464 -33.15145809)
YPF.Md.B-59,123542,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),las cabras,CUYANA,Mendoza,869.69 m,2318 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Bombeo Mecánico,A Abandonar,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.77082204 -33.15546414)
AS.Md.LV-85,124396,YPF S.A.,LA VENTANA (LAV),LA VENTANA (LAV),rio blanco,CUYANA,Mendoza,817.14 m,2651 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,En Estudio,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.67805099 -33.33268523)
