SIGLA,IDENTIFICA,EMPRESA,AREA,YACIMIENTO,FORMACION,CUENCA_1,PROVINCIA,COTA,PROFUNDIDA,CLASIFICAC,SUBCLASIFI,TIPO_RECUR,SUB_TIPO_R,GASPLUS,TIPO_POZO,TIPO_EXTRA,TIPO_ESTAD,FECHA_INIC,FECHA_FIN_,ASFECHA_IN,FECHA_F_01,CUENCA_2,TIPO,UBICACION,GEOJSON,geometry
YPF.Md.ECP-50,123451,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,944.92 m,2752 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1975-06-01,1975-07-13,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.80151384 -33.09171514)
YPF.Md.ECP-51,123452,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,912.73 m,3247 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,A Abandonar,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.79605581 -33.06188642)
YPF.Md.ECP-52,123453,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,944.23 m,3099 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.79638272 -33.06909667)
YPF.Md.ECP-53,123454,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,866.63 m,3103 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.80896702 -33.05413152)
YPF.Md.ECP-54,123455,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,875.04 m,3013 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.81672253 -33.0578748)
YPF.Md.ECP-56,123456,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,949.78 m,3099 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.8073445 -33.06508057)
YPF.Md.ECP-57,123457,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,891.1 m,3290 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,En Reserva para Recup. Sec./Asist.,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.79450672 -33.06034879)
YPF.Md.ECP-58,123458,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,939.89 m,3062 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.79992344 -33.07044759)
YPF.Md.ECP-59,123459,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,933.4 m,3200 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.79706969 -33.06582934)
YPF.Md.ECP-60,123460,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,947.4 m,3206 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,1994-07-01,1994-08-28,1994-09-05,1994-09-14,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.80370771 -33.06585809)
YPF.Md.ECP-61,123461,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,966.2 m,3210 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.80640528 -33.07245979)
YPF.Md.ECP-62,123462,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,930.4 m,3193 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,1994-10-12,1994-11-24,1994-11-29,1994-12-06,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.80640617 -33.06427601)
YPF.Md.ECP-63,123463,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,957.3 m,3206 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.81559024 -33.06879411)
YPF.Md.ECP-64,123464,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,947.9 m,3200 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Parado Transitoriamente,1994-08-29,1994-10-12,1994-10-20,1994-10-27,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.81018316 -33.06658674)
YPF.Md.ECP-65,123465,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,969 m,3200 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,1994-06-10,1994-07-13,1994-07-29,1994-08-10,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.80969259 -33.06952993)
YPF.Md.ECP-66,123466,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,944.1 m,3094 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.80033972 -33.07404283)
YPF.Md.ECP-67,123467,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,959 m,3198 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.80230794 -33.06894868)
YPF.Md.ECP-68,123468,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,972 m,3200 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1994-07-13,1994-08-12,1994-08-22,1994-08-27,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.81269405 -33.07192181)
YPF.Md.ECP-69,123469,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,928.6 m,3050 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,1994-12-10,1995-01-13,1995-01-15,1995-02-02,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.79411881 -33.07362381)
YPF.Md.ECP-70,123470,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,871.52 m,3000 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,1994-12-14,1995-01-25,1995-01-28,1995-02-11,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.81239751 -33.05430498)
YPF.Md.ECP-71,123471,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,932 m,3200 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1994-09-04,1994-10-12,1994-10-16,1994-10-27,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.79955472 -33.06449836)
YPF.Md.ECP-71,123472,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),las cabras,CUYANA,Mendoza,932 m,3200 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1994-09-04,1994-10-12,1994-10-16,1994-10-27,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.79955472 -33.06449836)
YPF.Md.ECP-72,123473,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,988.07 m,3205 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1995-05-16,1995-06-19,1995-07-05,1995-07-17,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.81640127 -33.07207042)
YPF.Md.ECP-73,123474,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,1014.18 m,3200 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1995-07-15,1995-08-21,1995-09-04,1995-09-17,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.81259896 -33.07530264)
YPF.Md.ECP-74,123475,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,990.05 m,3151 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,1995-07-20,1995-08-17,1995-08-22,1995-09-03,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.8085823 -33.07451714)
YPF.Md.ECP-75,123476,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,1034.12 m,3200 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,1995-08-21,1995-09-27,1995-10-06,1995-10-19,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.81696387 -33.07577411)
YPF.Md.ECP-76,123477,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,894.66 m,3195 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1995-10-01,1995-11-18,1995-11-23,1995-12-14,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.81248919 -33.06454832)
YPF.Md.ECP-77,123478,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,914.06 m,3185 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,1995-09-27,1995-12-03,1995-12-14,1996-01-04,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.82349202 -33.06506895)
YPF.Md.ECP-77,123479,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),las cabras,CUYANA,Mendoza,914.06 m,3185 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,1995-09-27,1995-12-03,1995-12-14,1996-01-04,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.82349202 -33.06506895)
YPF.Md.ECP-78,123480,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,863.61 m,3336 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2011-01-18,2011-02-24,2011-03-04,2011-04-06,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.80408643 -33.0525803)
YPF.Md.ECP-78,123481,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),las cabras,CUYANA,Mendoza,863.61 m,3336 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2011-01-18,2011-02-24,2011-03-04,2011-04-06,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.80408643 -33.0525803)
YPF.Md.ECP-79,123482,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,946.1 m,3070 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Parado Transitoriamente,1996-03-31,1996-05-21,1996-06-23,1996-07-07,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.79671448 -33.06718595)
YPF.Md.ECP-80,123483,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,882.88 m,2935 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1997-04-04,1997-05-14,1997-05-21,1997-06-10,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.79833508 -33.06058361)
YPF.Md.ECP-81,123484,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,958.1 m,2826 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,1997-06-15,1997-07-21,1997-08-11,1997-08-21,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.79976503 -33.06899178)
YPF.Md.ECP-82,123485,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,926.03 m,2716 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Inyección de Agua,Sin Sistema de Extracción,En Inyección Efectiva,1998-07-31,1998-08-23,1998-08-28,1998-09-14,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.79525861 -33.07080547)
YPF.Md.B-1,123486,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),las cabras,CUYANA,Mendoza,894.92 m,2408 m,EXPLORACION,EXPLORACION,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.77926585 -33.13707187)
YPF.Md.B.x-2,123487,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),las cabras,CUYANA,Mendoza,871.41 m,2378 m,EXPLORACION,EXPLORACION,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.7788508 -33.12736031)
YPF.Md.B.a-3,123488,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),las cabras,CUYANA,Mendoza,850.58 m,2301 m,EXPLORACION,EXPLORACION,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.76355603 -33.14052343)
YPF.Md.B.a-4,123489,YPF S.A.,BARRANCAS (BAR),ESTRUCTURA CRUZ DE PIEDRA (ECP),potrerillos,CUYANA,Mendoza,926.54 m,3470 m,EXPLORACION,EXPLORACION,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.79352012 -33.09105557)
YPF.Md.B-5,123490,YPF S.A.,BARRANCAS (BAR),BARRANCAS (BRC),las cabras,CUYANA,Mendoza,868.25 m,2335 m,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,CUYANA,Productiva,ONSHORE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.4040036110944,-31.9528876036087],[-68.4022827263489,-31.9572002952707],[-68.3763285573135,-31.9795198493526],[-68.3702911008289,-31.989056012214],[-68.3457378826344,-32.0187996154114],[-68.2971380474481,-32.13",POINT (-68.77201582 -33.13081936)
